comment_id,article_id,comment_author,comment_datetime_displayed,comment_datetime,comment_content,comment_in_answer_to,comment_likes,comment_dislikes
DI20240709054800-15309240,DI20240709054800,--Maneki,"7/9/2024, 1:12:57 AM",2024-07-09 01:12:57,"Aquestes dades si que són certes… estan agafant les dades actuals i un pis de 70m2 vell a reformar de 2 habitacions els trobem per uns 300.000 una autèntica vergonya… i els lloguers? bueno… ja s’ho estan trobant, no hi ha gaire mà d’obra… les empreses els hi costa trobar treballadors perquè no surt a compte viure a Andorra. Tant pujar preus al final no trobaran ni compradors ni llogaters que els vulguin… I un boom de la construcció, però construcció de luxe… no sé que passa amb el White Angel que sembla que està a mig fer de fa ja mesos? tampoc troben compradors? Tot plegat una pena… ",,,
DI20240709054800-15309176,DI20240709054800,Miquel,"7/9/2024, 12:59:01 AM",2024-07-09 00:59:01,El Diari d’Andorra fa notícia d’una dada donada per una immobiliària sense cap mena de control ni metodologia estadística. Una manipulació en tota regla. Que hi diu l’institut de l’Habitatge d’aquesta manipulació de les dades?,,,
DI20240709054800-15309491,DI20240709054800,Pau sense registre,"7/9/2024, 2:03:24 AM",2024-07-09 02:03:24,"Tal cual. Inflados, para que luego te cuelen algo apenas un poco más barato como si fuera un chollo. Además no son precios de contrato, en todo caso son precios publicados que no es lo mismo. Y como los contratos no se registran no hay manera de saber la realidad. ",15309176,,
DI20240709054800-15309726,DI20240709054800,F,"7/9/2024, 2:45:37 AM",2024-07-09 02:45:37,La realitat  la saben  els Comuns quan cobren l'impost de renda. I no és la dels anuncis.. ,15309491,,
DI20240709054800-15309139,DI20240709054800,Mentida,"7/9/2024, 12:51:20 AM",2024-07-09 00:51:20,"Mentida, mentida, mentida, parròquies com Sant Julià els lloguers  no arriben. 8 € el m2. Aquests de la noticia son uns incompetents i el Diari no hauria de publicar noticies falses i alarmistes sense contrastar-ho. ",,,
DI20240709054800-15309277,DI20240709054800,portal,"7/9/2024, 1:21:33 AM",2024-07-09 01:21:33,son dades extretes dels immobles publicats al portal. Tu mateix pots fer l’exercici de treure el preu dels immobles anunciats i dels m2 i fer el calcul. Està clar que auqestes dades no representen amb exactitud la situació del mercat andorrà ja que no hi ha tots els immobles...però de mes de 3000 immobles publicats que només hi hagi 90 pisos en lloguer es per reflexionar.,15309139,,
DI20240709054800-15309789,DI20240709054800,Llogater,"7/9/2024, 2:53:56 AM",2024-07-09 02:53:56,"Pot ser que els propietaris de pisos “normals” no els posin en cap portal ni immobiliaria? Si jo fos propietari, ho llogaria a algú que coneixes o tingues bones referencies per amistad, etc. M’estalviaria un % pagat a uns intermediaris i gent demanant un pis per llogar hi ha per triar…",15309277,,
DI20240709054800-15309037,DI20240709054800,No a la especulaciò,"7/9/2024, 12:27:39 AM",2024-07-09 00:27:39,"L'habitatge ha deixat de ser un dret per ser un objecte per treure diners, la democràcia és un bé preuat, però per defensar-lo es necessiten lleis que ens protegeixin.",,,
DI20240709054800-15308896,DI20240709054800,STOP CONGELACIÓ,"7/8/2024, 11:56:34 PM",2024-07-08 23:56:34,"La congelació del lloguer s'ha de derogar, no pot ser que els nous propietaris puguin llogar 20€ 30€ el metre quadrat i els de tota la vida a Andorra tinguem congelats els pisos a 10€",,,
DI20240709054800-15309035,DI20240709054800,Interés nacional,"7/9/2024, 12:26:47 AM",2024-07-09 00:26:47,"El 80% de la població cobra entre el salari mínim i 1800 euros, segons dades oficials d’estadística. I d’aquests, la majoria estàn més aprop del salari mínim que dels 1800. Si treus la cogelació del lloguer, els salaris haurien de pujar fins a cotes que el sector turístic (hotels, restaurants, etc.) ni de la construcció, s’ho podrien permetre per ser competitius. Inclús l’administració no podria assumir la pujada generalitzada, que són un bon grapat cobran sous baixos. Per tant, si trues la congelació el país s’en va a la merd.. A verure què passa a partir del 2027.",15308896,,
DI20240709054800-15359966,DI20240709054800,Andorrà,"7/13/2024, 9:49:46 PM",2024-07-13 21:49:46,Si el país s en va la merda tot d autoregula i baixaran els preus.,15309035,,
DI20240709054800-15309189,DI20240709054800,STOP CONGELACIÓ,"7/9/2024, 1:02:37 AM",2024-07-09 01:02:37,"Aquest no és el meu problema, jo tinc una família i un nivell de vida, aquest si és el meu problema, el govern amb les seves lleis comunistes m'aquesta privant de poder avançar en la meva economia. El país ha girat per als rics, ni immigrants ni andorrans de baixa classe social podrà viure aquí, tampoc és el meu problema, si haig de llogar el meu pis a 10 sud-americans ho faré mentre em puguin pagar 20 o 30 el metre quadrat.",15309035,,
DI20240709054800-15310982,DI20240709054800,Consell de la terra,"7/9/2024, 5:26:21 AM",2024-07-09 05:26:21,"Aquest no és el problema del Govern d’Andorra, sino teu. Govern mira per l’interés del país en conjunt, no de particulars que no foten pal a l’aigua. Possa’t a treballar per tenir més ingresos o abaixa el teu nivell de vida. El feudalisme ja va acabar. Prou viure de rendes com els senyors feudals. Si us posesin un impost al patrimoni ja veuries com se us acaba la tonteria.",15309189,,
DI20240709054800-15359979,DI20240709054800,Andorrà,"7/13/2024, 9:51:47 PM",2024-07-13 21:51:47,"Comunista és lo que ets. Si no vols viure de renta, dons comprat un pis i si no pots vesten a la Seu d urgell. Es campi qui pugi. Jo no paro de veure gent viatjan, als bars i de festa i despres ploren.",15310982,,
DI20240709054800-15313872,DI20240709054800,És clar home,"7/9/2024, 9:54:31 AM",2024-07-09 09:54:31,"De la forma que parla es veu prou que no té cap patrimoni vosté. És fàcil així, parlar de despullar-ne uns per vestir-ne altres !",15310982,,
DI20240709054800-15312747,DI20240709054800,STOP CONGELACIÓ,"7/9/2024, 8:03:22 AM",2024-07-09 08:03:22,"Si gravessin amb impostos i elevessin l'IRPF i el IS coma Espanya, aquí no us quedaria res, així que ves a dormir una estona i deixa l'economia als adults.",15310982,,
DI20240709054800-15313884,DI20240709054800,Precisament,"7/9/2024, 9:55:16 AM",2024-07-09 09:55:16,Aixì és que no volem. Passi vosté a dormir. ,15312747,,
DI20240709054800-15309522,DI20240709054800,Pau sense paciencia,"7/9/2024, 2:08:30 AM",2024-07-09 02:08:30,"Cuando lleguemos a 20 o 30 el m2, se lo alquilarás a 20 andorranos….que te crees que son todos de familia?. Su quieres avanzar en tu economía produce, no seas un zángano….que no dais un palo al agua…",15309189,,
DI20240709054800-15309288,DI20240709054800,Mai prou,"7/9/2024, 1:23:30 AM",2024-07-09 01:23:30,Si si està bé però vigila cuan marxin tindràs el pis trinxat per refer de nou i adéu benefici.,15309189,,
DI20240709054800-15308845,DI20240709054800,pocs pisos de lloguer,"7/8/2024, 11:46:07 PM",2024-07-08 23:46:07,"El que és preocupant que el portal de referència a Andorra, dels més de 3000 immobles publicats només 90 siguin pisos de lloguer... representa un 3%... es poquissim. Aquesta hauria de ser la reflexió.",,,
DI20240709054800-15309772,DI20240709054800,Jk,"7/9/2024, 2:50:44 AM",2024-07-09 02:50:44,No demanis reflexió per aqui. Que encara demanen més pròrrogues i no veuen que al final no hi haurà res a prorrogar perque els propietaris anirien treient pisos del mercat. ,15308845,,
DI20240709054800-15309923,DI20240709054800,Toni,"7/9/2024, 3:18:26 AM",2024-07-09 03:18:26,"Que han fet els Comuns amb el 15% de cessió tots aquests anys ? se suposava que hauria d'haver servit per fer equipaments, pisos socials, etc... però segurament ho han destinat a pagar sous de funcionaris...i ara  la culpa és dels privats.",15309772,,
DI20240709054800-15313898,DI20240709054800,No en volem,"7/9/2024, 9:56:51 AM",2024-07-09 09:56:51,No en volem de pisos socials. És una prima a que vinguin més miserables dels que ja tenim. ,15309923,,
DI20240709054800-15359958,DI20240709054800,Andorrà,"7/13/2024, 9:48:29 PM",2024-07-13 21:48:29,Totalment,15313898,,
DI20240709054800-15308768,DI20240709054800,Benvinguts a Spotland,"7/8/2024, 11:32:42 PM",2024-07-08 23:32:42,"Portem uns quants anys on el govern ha contribuït a que en Andorra només es construeixi habitatges per la gent forana d’alt poder adquisitiu, gràcies per oblidar la classe treballadora andorrana!!!",,,
DI20240709054800-15309529,DI20240709054800,Pau sense visió,"7/9/2024, 2:09:32 AM",2024-07-09 02:09:32,No saben que existe….,15308768,,
DI20240709054800-15308687,DI20240709054800,Llogater,"7/8/2024, 11:14:40 PM",2024-07-08 23:14:40,"Aquesta noticia, aquestes dades, donades per una agencia immobiliaria, tenen la clara intenció d’acollo.ir a la gent. Es com dir: “ cuidado que aixó val aquest preu i us haureu d’anar acostumant” ",,,
DI20240709054800-15308533,DI20240709054800,Propietario indignado,"7/8/2024, 10:28:53 PM",2024-07-08 22:28:53,"Y yo con mis pisos congelados! Los estoy cobrando a 8 euros, esto es injusto, hay que quitar la congelación al alquiler, estamos todos los propietarios perdiendo mucho dinero. ",,,
DI20240709054800-15309933,DI20240709054800,desorbita,"7/9/2024, 3:21:04 AM",2024-07-09 03:21:04,"si no s’haguessin congelat, els preus s’haguessin anat regulant…i no haguessin pujat tant. Propietaris que tenen el pisos bloquejats des del 2018… es a dir contractes del 2013...es de bojos !! això en cap estat de dret passa...",15308533,,
DI20240709054800-15309546,DI20240709054800,Pau sense humor,"7/9/2024, 2:12:45 AM",2024-07-09 02:12:45,"En los negocios se gana y se pierde….te ha tocado perder,  te creías el más espabiladito, ya habías calculado todo lo que ibas a comprar y los viajes que ibas a a hacer con el negociete…game over neng",15308533,,
DI20240709054800-15308955,DI20240709054800,Sense vergonya,"7/9/2024, 12:09:44 AM",2024-07-09 00:09:44,Siiiii muuuuuucho cuidado haber si tendres què ir a càritas.,15308533,,
DI20240709054800-15308738,DI20240709054800,"Clar que si, clar...","7/8/2024, 11:27:28 PM",2024-07-08 23:27:28,"Emocionado ante tu enorme solidaridad y empatía sólo puedo decir que ojalá quiten la congelación al alquiler y todos los propietarios podáis subir los alquileres hasta los 50… no, los 50 no, hasta los 100 euros!!!! el metro cuadrado y ganéis muchísimo dinero y no tengáis que volver a trabajar en la vida, nadie más que vosotros os lo merecéis. ",15308533,,
DI20240709054800-15359949,DI20240709054800,Andorrà,"7/13/2024, 9:47:11 PM",2024-07-13 21:47:11,"Ningú és solidari avui en dia, els qui ho són o fan veure i els que parlen del tema com tú, és perquè vols que et mantenguin, però tu ho faries igual.",15308738,,
DI20240708163000-15302797,DI20240708163000,Faci la seva feina,"7/8/2024, 8:01:17 AM",2024-07-08 08:01:17,I la coordinadora del habitatge nomes es coordinadora de inquilins? O es del habitatge? Podtia tambe convocar manifestacions de propietaris k tenen els.pisos ocupats sense cobrar durant mes de 1 any? O de que no.puguem pujar l’ipc? O per defensarnos quan ens els tornen mal.esos? O esk aquesta senyora no es coordinadora del habitatge sino k es parcial i nomes defensa a qui li interessa?,,,
DI20240708163000-15305925,DI20240708163000,No només a inquilins,"7/8/2024, 1:10:50 PM",2024-07-08 13:10:50,"No, no sols coordina inquilins. Però, com expliquen, la classe treballadora majoritàriament viu de lloguer, que és on s’estan donant els principals problemes.",15302797,,
DI20240708163000-15304969,DI20240708163000,wht,"7/8/2024, 11:31:46 AM",2024-07-08 11:31:46,"Com a propietari no necesito aquesta coordinadora. Si el mercat o el ecosistema no es bo, pis fora de mercat i punt.",15302797,,
DI20240708163000-15304563,DI20240708163000,No em facis riure,"7/8/2024, 10:46:05 AM",2024-07-08 10:46:05,"Per això vosaltres ja teniu a la patronal, els policies, l’Agia, l’associació de pisos turístics, l’associació de propietaris de bens…",15302797,,
DI20240708163000-15307336,DI20240708163000,Abril,"7/8/2024, 4:42:30 PM",2024-07-08 16:42:30,"Fàcil mana casa dels demés , fàcil solució cordinadora compri pisos foti lloger 150 eu",15304563,,
DI20240706133700-15293362,DI20240706133700,Què fort,"7/7/2024, 5:39:43 AM",2024-07-07 05:39:43,"Jo el que veig aquí és molt propietari incult. A la meitat no se us enten quan escriviu… per altra banda, per què més de la meitat parla castellà? És gent de fora que va venir a especular o simplement no us importa la cultura autòctona?",,,
DI20240706133700-15294846,DI20240706133700,Pau sense complexes,"7/7/2024, 8:54:12 AM",2024-07-07 08:54:12,"Quizás el concepto de cultura autóctona varía para según quien. Andorra es un cruce de nacionalidades, por tanto de usos y costumbres varias. A unos les servirá el Manual Digest, a otros lo que viven en la sociedad real, el día a día, interactuando el mismo día con 20 gallegos, 30 portugueses, 25 catalanes, 3 valencianos, 2 ucranianos, 7 argentinos, 10 andorranos de 1º o 2º generacion, 3 andorranos de pasaporte, 2 de matrimonio y 2 andorranos de los de siempre, y 3 magrebíes. Ah, y un francés. Y lo hacemos un poco en español, otro poco en catalán, y así vamos. Escribir o hablar en español, tambien es un distintivo cultural de Andorra, guste o no. Si ni siquiera es obligatorio para los residentes hablar o expresarse en catalán (excepto que atiendan al público), porqué será?. Els que li tenim estima al català, ho parlem, de la mateixa manera que parlem en espanyol. Perquè andorrans, catalans i de moltes altres nacionalitats som bilingües, per naixement, per gust o pel que sigui (a vegades només per a tocar-li els nassos al de Madrid). Això és Andorra. Mentre no entengueu això, no heu entès Andorra. Ni res de res. Pues eso. Es que acaso no sabéis que la educación española en Andorra usa como lengua vehicular el español? …y la francesa el francés?,…porqué será?…así que mejor nos bajamos del pedestal de la cultura y dejamos de señalar a los demás como incultos simplemente por tener diferente criterio, no?….para otro día dejo lo de la moral y las imposiciones por ley, que hoy no doy ofertas de 2x1. ",15293362,,
DI20240706133700-15295376,DI20240706133700,Què fort,"7/7/2024, 10:10:57 AM",2024-07-07 10:10:57,"Lo de incults no anava pel castellà, sinó per com escriuen. I no noi, no. Cultura autòctona vol dir herència històrica (costums, llengua, religió, gastronomia, festes, etc.)",15294846,,
DI20240706133700-15295159,DI20240706133700,Licenciado argentino,"7/7/2024, 9:34:33 AM",2024-07-07 09:34:33,El Pau sense Vot es un altre llicènciat argentí….,15294846,,
DI20240706133700-15295250,DI20240706133700,Pau sense llicència,"7/7/2024, 9:48:27 AM",2024-07-07 09:48:27,"Espabila neng que éstos en dos telediarios te comen, viste che…terminarás de camarero en Ripoll, …eso sí, contento, hablando en catalán todo el dia y por fin con el mercadona a 5 minutos…",15295159,,
DI20240706133700-15293327,DI20240706133700,Andorra71,"7/7/2024, 5:34:46 AM",2024-07-07 05:34:46,"A veure 7,5€ no però 10€/m2 (incloses les 3 places de garatge) és el que llogo jo a Andorra la Vella. I ho faig per decisió i consciència. Guanyo menys que tots aquells que lloguen a 20€? Potser sí. Però al menys se que no participo a la bogeria actual de l’immobiliari. ",,,
DI20240706133700-15295402,DI20240706133700,Gràcies,"7/7/2024, 10:14:16 AM",2024-07-07 10:14:16,Més gent com tu caldria!! ,15293327,,
DI20240706133700-15289694,DI20240706133700,Lluc,"7/6/2024, 3:36:09 PM",2024-07-06 15:36:09,Patriotes. ,,,
DI20240706133700-15289219,DI20240706133700,SABINA,"7/6/2024, 2:10:43 PM",2024-07-06 14:10:43,"Aquets pisos només porten turisme escombreries, i després ens omplim la boca demanant turisme de qualitat!! ",,,
DI20240706133700-15288788,DI20240706133700,Habitatges dignes,"7/6/2024, 12:52:50 PM",2024-07-06 12:52:50,Solucions a  l'habitatge de lloguer:,,,
DI20240706133700-15292593,DI20240706133700,Pau sense 10.000,"7/7/2024, 3:40:50 AM",2024-07-07 03:40:50,"Cuando llegues a la ESO, en historia o en Sociología aprenderás como funciona el mundo…bueno, te lo enseñarán,  que lo aprendas es otra cosa…",15288788,,
DI20240706133700-15290782,DI20240706133700,Oferta i demanda,"7/6/2024, 8:57:06 PM",2024-07-06 20:57:06,"El que comentes té més a veure amb l’oferta. Un mercat fixa els preus en funció de l’oferta i la demanda. Pel que fa a la demanda, l’arrel del problema és la forta demanda de pisos per part dels “refugiats fiscals”. La manera de reduir aquesta demanda d’habitatges passa lògicament per reduir els diferencials fiscals amb els països de l’entorn. Si s’augmentés prou la pressió fiscal sobre les rendes altes, aquesta demanda baixaria, el qual afavoriria la davallada dels preus de l’habitatge. Un altre factor és eliminar els pisos pastera. Si es controla els habitants per pis i es limita el nombre en funció d’habitacions i superfície del pis, s’afavoreix una vida més digne i salubre, i també es pressionaria el preu del lloguer a la baixa, ja que 8 treballadors poden pagar el doble que 4 treballadors per un pis de 3 habitacions i 80 m2 per exemple.",15288788,,
