index,comment_id,article_id,comment_author,comment_datetime_displayed,comment_datetime,comment_content,comment_in_answer_to,comment_likes,comment_dislikes,article_type,topic,article_title,input_text
199,AL20240920090100-225333,AL20240920090100,Propietarios,Fa 9 dies,,"La ley inmobiliaria está hecha con el C _ _ O. Luego tenemos a los propietarios de decenas y cientos de pisos que ponen la mano para cobrar pero no para pagar sus obligaciones. Al final, en vez de ser un mercado ordenado y regulado correctamente por ley es una casa de P _ _ _ S. Y luego pasa lo que pasa. El pimpollo nieto de la abuela e hijo de mamá que tiene amigos franceses al salir de la discoteca y se monta el castillo de los 20 millones para observar al populacho pero con cara de vivir en un apartamento de 80m2 en la Calle Maquiavelo. Saludos",,7.0,7.0,article,habitatge,La ‘trampa del fill’ o increments de lloguer abusius són les ‘armes’ de l’assetjament immobiliari,"[ARTICLE TITLE] La ‘trampa del fill’ o increments de lloguer abusius són les ‘armes’ de l’assetjament immobiliari La ley inmobiliaria está hecha con el C _ _ O. Luego tenemos a los propietarios de decenas y cientos de pisos que ponen la mano para cobrar pero no para pagar sus obligaciones. Al final, en vez de ser un mercado ordenado y regulado correctamente por ley es una casa de P _ _ _ S. Y luego pasa lo que pasa. El pimpollo nieto de la abuela e hijo de mamá que tiene amigos franceses al salir de la discoteca y se monta el castillo de los 20 millones para observar al populacho pero con cara de vivir en un apartamento de 80m2 en la Calle Maquiavelo. Saludos"
200,AL20240920090100-225310,AL20240920090100,Pepito,Fa 9 dies,,"qui vulgui manar que es compri un pis i pagui la hipoteca com la resta de mortals, esta dpm això de estar de lloguer a l'empara de govern i no veure reflectits en aquest ni les pujades de la llum, l'aigua, ei altres despeses que sí que ha vist pujar el propietari i la resta de la societat. Ja està bé de que la gent vulgui viure de puta mare sota un contracte que es va estenent any rere any podent deixar-lo quan vulgui amb un preavís de 2 mesos mentre que el propietari no pot fer res de res i te les mans lligades ad eternum. Això només provoca que la gent no vulgui llogar, i cada cop serà pitjor, només cal veure que al mercat de lloguer a tota Andorra hi ha menys de 100 pisos mentre que al de venda n'hi ha més de 2.000... si voleu manar , maneu a casa vostra polítics!!!",,27.0,14.0,article,habitatge,La ‘trampa del fill’ o increments de lloguer abusius són les ‘armes’ de l’assetjament immobiliari,"[ARTICLE TITLE] La ‘trampa del fill’ o increments de lloguer abusius són les ‘armes’ de l’assetjament immobiliari qui vulgui manar que es compri un pis i pagui la hipoteca com la resta de mortals, esta dpm això de estar de lloguer a l'empara de govern i no veure reflectits en aquest ni les pujades de la llum, l'aigua, ei altres despeses que sí que ha vist pujar el propietari i la resta de la societat. Ja està bé de que la gent vulgui viure de puta mare sota un contracte que es va estenent any rere any podent deixar-lo quan vulgui amb un preavís de 2 mesos mentre que el propietari no pot fer res de res i te les mans lligades ad eternum. Això només provoca que la gent no vulgui llogar, i cada cop serà pitjor, només cal veure que al mercat de lloguer a tota Andorra hi ha menys de 100 pisos mentre que al de venda n'hi ha més de 2.000... si voleu manar , maneu a casa vostra polítics!!!"
201,AL20240920090100-225344,AL20240920090100,Fran,Fa 9 dies,,"Observador, ""Buscat una feina millor"". No saps a què em dedico.  Totes les persones que us netegen la casa, que us serveixen birres, que mantenen els vostres cotxes, que reformen els vostres pisos, que cuiden els vostres padrins o pares en les residències, que ensenyen als vostres fills a l'escola, o que us cuiden a l'hospital si esteu mai ingressats.... que es busquin una feina millor.  No?",,12.0,4.0,article,habitatge,La ‘trampa del fill’ o increments de lloguer abusius són les ‘armes’ de l’assetjament immobiliari,"[ARTICLE TITLE] La ‘trampa del fill’ o increments de lloguer abusius són les ‘armes’ de l’assetjament immobiliari Observador, ""Buscat una feina millor"". No saps a què em dedico.  Totes les persones que us netegen la casa, que us serveixen birres, que mantenen els vostres cotxes, que reformen els vostres pisos, que cuiden els vostres padrins o pares en les residències, que ensenyen als vostres fills a l'escola, o que us cuiden a l'hospital si esteu mai ingressats.... que es busquin una feina millor.  No?"
202,AL20240920090100-225342,AL20240920090100,Observador,Fa 9 dies,,Aquest es el teu problema. No el del.propietari. buscat una feina millor,,4.0,10.0,article,habitatge,La ‘trampa del fill’ o increments de lloguer abusius són les ‘armes’ de l’assetjament immobiliari,[ARTICLE TITLE] La ‘trampa del fill’ o increments de lloguer abusius són les ‘armes’ de l’assetjament immobiliari Aquest es el teu problema. No el del.propietari. buscat una feina millor
203,AL20240920090100-225339,AL20240920090100,Fran,Fa 9 dies,,"Només es preten pagar un lloguer raonable, ni asistencies de govern, ni manar ni histories.",,13.0,1.0,article,habitatge,La ‘trampa del fill’ o increments de lloguer abusius són les ‘armes’ de l’assetjament immobiliari,"[ARTICLE TITLE] La ‘trampa del fill’ o increments de lloguer abusius són les ‘armes’ de l’assetjament immobiliari Només es preten pagar un lloguer raonable, ni asistencies de govern, ni manar ni histories."
204,AL20240920090100-225335,AL20240920090100,Terromperialosmorros,Fa 9 dies,,Que maldad teneis..si siempre a hecho el propietario lo que a querido..ahora que le ponen los puntos sobre las ies...le parece mal...pues ya es hora...seguro que tu eres dueño de piso por eso hablas asi...!! Por supuesto...todos los que hablais en contra es..que lo sois...!!! Mangantes..inhumanos ..anti-solidarios...!!! Nunca a tenido el inquilino..favoritismos..!! Sois lo peor de lo peor..se busca una simple casa para vivir..como personas..no palacios..ni chalets..de lujo...eso los que se lo puedan permitir..que lo paguen..pero no .casas normales..que hasta hace poco costaban..tres cuartas partes de los precios de ahora...y me da igual que pongais negativos en mi demanda...porque se que sois vosotros..mas los youtubers...los futbolistas..que han venido...o amigos ..o familiares...me importa un comino ...vuestra opinión...si no fuera por vosotros este problema estaria zanjado hace tiempo...solo dais problemas...eso es ...de inteligencia O...solo con los tarados ...se dan tanta.vueltas a las cosas..pero aunque no lo seais...teneis la .misma capacidad...por lo que ya sabemos..no sé..como el gobierno...pierde tanto tiempo con vosotros...si fuera otro tiempo...os habrian dado el ultimátum ( o lo aceptais ..o !! Fuera del pais ..YA.!!.Al fin y al cabo a quien os interesa vivir aquí..es a vosotros..y mas despues de comprar tanto...yo os callaba la boca   y tendriamos mas pisos para alquilar..porque os los compraria el gobierno a precios de saldo..o sea por la mitad ..o menos,,9.0,14.0,article,habitatge,La ‘trampa del fill’ o increments de lloguer abusius són les ‘armes’ de l’assetjament immobiliari,[ARTICLE TITLE] La ‘trampa del fill’ o increments de lloguer abusius són les ‘armes’ de l’assetjament immobiliari Que maldad teneis..si siempre a hecho el propietario lo que a querido..ahora que le ponen los puntos sobre las ies...le parece mal...pues ya es hora...seguro que tu eres dueño de piso por eso hablas asi...!! Por supuesto...todos los que hablais en contra es..que lo sois...!!! Mangantes..inhumanos ..anti-solidarios...!!! Nunca a tenido el inquilino..favoritismos..!! Sois lo peor de lo peor..se busca una simple casa para vivir..como personas..no palacios..ni chalets..de lujo...eso los que se lo puedan permitir..que lo paguen..pero no .casas normales..que hasta hace poco costaban..tres cuartas partes de los precios de ahora...y me da igual que pongais negativos en mi demanda...porque se que sois vosotros..mas los youtubers...los futbolistas..que han venido...o amigos ..o familiares...me importa un comino ...vuestra opinión...si no fuera por vosotros este problema estaria zanjado hace tiempo...solo dais problemas...eso es ...de inteligencia O...solo con los tarados ...se dan tanta.vueltas a las cosas..pero aunque no lo seais...teneis la .misma capacidad...por lo que ya sabemos..no sé..como el gobierno...pierde tanto tiempo con vosotros...si fuera otro tiempo...os habrian dado el ultimátum ( o lo aceptais ..o !! Fuera del pais ..YA.!!.Al fin y al cabo a quien os interesa vivir aquí..es a vosotros..y mas despues de comprar tanto...yo os callaba la boca   y tendriamos mas pisos para alquilar..porque os los compraria el gobierno a precios de saldo..o sea por la mitad ..o menos
205,AL20240920090100-225323,AL20240920090100,Si pogues ho faria amb gust,Fa 9 dies,,"Creume que si estigues dins de les meves opcions una compra o un llogue amb opcio a compra, ho faria sense cap dubte. Pero encara tenint una feina que requereix certificacions, no em dona el sou... i no soc de sortir de festa ni tenir vicis cars...",,13.0,1.0,article,habitatge,La ‘trampa del fill’ o increments de lloguer abusius són les ‘armes’ de l’assetjament immobiliari,"[ARTICLE TITLE] La ‘trampa del fill’ o increments de lloguer abusius són les ‘armes’ de l’assetjament immobiliari Creume que si estigues dins de les meves opcions una compra o un llogue amb opcio a compra, ho faria sense cap dubte. Pero encara tenint una feina que requereix certificacions, no em dona el sou... i no soc de sortir de festa ni tenir vicis cars..."
206,AL20240920090100-225301,AL20240920090100,Prou,Fa 9 dies,,Tot mentires manipulacio rés mês,,6.0,0.0,article,habitatge,La ‘trampa del fill’ o increments de lloguer abusius són les ‘armes’ de l’assetjament immobiliari,[ARTICLE TITLE] La ‘trampa del fill’ o increments de lloguer abusius són les ‘armes’ de l’assetjament immobiliari Tot mentires manipulacio rés mês
207,AL20240920090100-225265,AL20240920090100,Resident,Fa 9 dies,,"El que mai no hauria d'haver passat va ser la violació de contractes privats. El contracte d'arrendament és per 5 anys, després dels quals el propietari pot tornar la seva propietat si ho desitja i establir-hi qualsevol, fins i tot al seu fill o al Papa. A causa de la interminable interferència governamental, molts han arribat a creure que un contracte d'arrendament temporal (que ja ha expirat) els dóna dret a ser propietaris de per vida. Això està malament.",,33.0,10.0,article,habitatge,La ‘trampa del fill’ o increments de lloguer abusius són les ‘armes’ de l’assetjament immobiliari,"[ARTICLE TITLE] La ‘trampa del fill’ o increments de lloguer abusius són les ‘armes’ de l’assetjament immobiliari El que mai no hauria d'haver passat va ser la violació de contractes privats. El contracte d'arrendament és per 5 anys, després dels quals el propietari pot tornar la seva propietat si ho desitja i establir-hi qualsevol, fins i tot al seu fill o al Papa. A causa de la interminable interferència governamental, molts han arribat a creure que un contracte d'arrendament temporal (que ja ha expirat) els dóna dret a ser propietaris de per vida. Això està malament."
208,AL20240920090100-225348,AL20240920090100,Pere,Fa 9 dies,,"Estalvia i comprat un pis i veuràs la gracia que et fa que després et diguin que o el tens llogat a temps indefinit -que es el que el Govern ha anat fen des del 2019- o bé et claven un impost de 100 euros al m2, a l’aquest pas ningu invertirà en habitatge, estem en una societat on els polítics per mantenir-se en el poder ha de ser tot gratuït, transport, habitatge regulat, sanitat, treballar poc, bones pensions ..… i com diuen a DA, com menys diners costi l’habitatge, mes diners hi haurà per vacances i oci !!! Visca el populisme !!!! La factura de l’egoisme ja la pagaran els nostres i fill i nets !!!",,9.0,3.0,article,habitatge,La ‘trampa del fill’ o increments de lloguer abusius són les ‘armes’ de l’assetjament immobiliari,"[ARTICLE TITLE] La ‘trampa del fill’ o increments de lloguer abusius són les ‘armes’ de l’assetjament immobiliari Estalvia i comprat un pis i veuràs la gracia que et fa que després et diguin que o el tens llogat a temps indefinit -que es el que el Govern ha anat fen des del 2019- o bé et claven un impost de 100 euros al m2, a l’aquest pas ningu invertirà en habitatge, estem en una societat on els polítics per mantenir-se en el poder ha de ser tot gratuït, transport, habitatge regulat, sanitat, treballar poc, bones pensions ..… i com diuen a DA, com menys diners costi l’habitatge, mes diners hi haurà per vacances i oci !!! Visca el populisme !!!! La factura de l’egoisme ja la pagaran els nostres i fill i nets !!!"
209,AL20240920090100-225337,AL20240920090100,Fran,Fa 9 dies,,"Sí, així és. Encara no sé quants pisos han sortit del mercat, ja que no s'ha fet un cens de pisos buïts en condicions.",,2.0,0.0,article,habitatge,La ‘trampa del fill’ o increments de lloguer abusius són les ‘armes’ de l’assetjament immobiliari,"[ARTICLE TITLE] La ‘trampa del fill’ o increments de lloguer abusius són les ‘armes’ de l’assetjament immobiliari Sí, així és. Encara no sé quants pisos han sortit del mercat, ja que no s'ha fet un cens de pisos buïts en condicions."
